ID;ID anterior;Grupo;Endpoint;Método;Arquivo previsto;VADER;Severidade;Título;Descrição;Ação;Dados;Resultado esperado;Lacuna de contrato;Pendência;Nota;Comando;Veredicto;Observações da execução
HEALTH-05;SIST-07, CRIT-33.8;HEALTH;/health;PATCH;test/health.test.js;V;Média;PATCH em /health devolve 405 igual com e sem token;O /health é declarado público com security vazio. Verificar se um verbo não documentado é recusado pelo motivo certo, e não pela camada de autenticação que roda antes do roteamento.;Enviar PATCH em /health, primeiro sem token e depois com token inválido.;PATCH /health sem token | PATCH /health com Authorization: Bearer invalido;405 com header Allow contendo GET, HEAD e OPTIONS, nas duas variações. Como o 405 é resolvido antes da autenticação, a resposta deve ser idêntica com e sem token. Um 401 informa a causa errada a quem chama.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""HEALTH-05""";Passou;Passou nas duas execuções, sem token e com token inválido. Obtido: 405 com o corpo de METODO_NAO_PERMITIDO citando PATCH e /health, idêntico nas duas.
HEALTH-06;SIST-08, CRIT-33.9;HEALTH;/health;PUT;test/health.test.js;V;Média;PUT em /health devolve 405 igual com e sem token;O /health é declarado público com security vazio. Verificar se um verbo não documentado é recusado pelo motivo certo, e não pela camada de autenticação que roda antes do roteamento.;Enviar PUT em /health, primeiro sem token e depois com token inválido.;PUT /health sem token | PUT /health com Authorization: Bearer invalido;405 com header Allow contendo GET, HEAD e OPTIONS, nas duas variações. Como o 405 é resolvido antes da autenticação, a resposta deve ser idêntica com e sem token. Um 401 informa a causa errada a quem chama.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""HEALTH-06""";Passou;Passou nas duas execuções, sem token e com token inválido. Obtido: 405 com o corpo de METODO_NAO_PERMITIDO citando PUT e /health, idêntico nas duas.
HEALTH-07;SIST-09, CRIT-33.10;HEALTH;/health;DELETE;test/health.test.js;V;Média;DELETE em /health devolve 405 igual com e sem token;O /health é declarado público com security vazio. Verificar se um verbo não documentado é recusado pelo motivo certo, e não pela camada de autenticação que roda antes do roteamento.;Enviar DELETE em /health, primeiro sem token e depois com token inválido.;DELETE /health sem token | DELETE /health com Authorization: Bearer invalido;405 com header Allow contendo GET, HEAD e OPTIONS, nas duas variações. Como o 405 é resolvido antes da autenticação, a resposta deve ser idêntica com e sem token. Um 401 informa a causa errada a quem chama.;Resolvida na 2.1.0: 405 passou a ser declarado em todas as operações, com o componente MetodoNaoPermitido e o header Allow documentado.;;;"npx mocha --grep ""HEALTH-07""";Passou;Passou nas duas execuções, sem token e com token inválido. Obtido: 405 com o corpo de METODO_NAO_PERMITIDO citando DELETE e /health, idêntico nas duas.
HEALTH-01;SIST-10, CRIT-34.1, CRIT-47.3;HEALTH;/health;GET;test/health.test.js;R;Alta;Health check com banco disponível, sem exigir token;A 2.0.0 especificou o comportamento: verificação real por SELECT 1, tempo limite de 2 segundos, 200 com status ok e 503 com status indisponivel.;Consultar o health com tudo funcionando e sem enviar o header Authorization.;aplicação e banco no ar, sem header Authorization;200 com status ok e dependencias[0].ok true. Como a chamada não envia Authorization, este caso também comprova que o endpoint permanece público: um 401 aqui quebraria a monitoração.;Resolvida na 2.0.0: HealthResponse ganhou enum, required e o array dependencias, e o 503 passou a ser documentado.;;;"npx mocha --grep ""HEALTH-01""";Passou;Passou. Obtido: 200 com status 'ok', sem enviar header Authorization. Confirma que o health check permanece público, como o contrato declara com security vazio.
HEALTH-02;SIST-11, CRIT-34.2, CRIT-59;HEALTH;/health;GET;test/health.test.js;R;Alta;Health check com dependência indisponível ou fora do tempo limite;A 2.0.0 especificou verificação real por SELECT 1, tempo limite de 2 segundos, 200 com status ok e 503 com status indisponivel. Com o banco parado, a conexão não é recusada de imediato, então quem responde é o próprio tempo limite: o cenário cobre as duas frentes numa execução só.;Parar o serviço do banco e consultar o health, medindo o tempo até a resposta.;serviço do banco parado;503 com status indisponivel, dependencias[0].nome persistencia, ok false e detalhe preenchido fora de produção. A resposta deve chegar em aproximadamente 2 segundos, cortada pelo tempo limite, e nunca ficar pendurada esperando o banco desistir. Não assertar o texto do detalhe: o mesmo cenário já produziu o erro do Prisma e a mensagem de tempo limite em execuções diferentes.;Resolvida na 2.0.0: HealthResponse ganhou enum, required e o array dependencias, e o 503 passou a ser documentado. Permanece em aberto qual dependência falhou e por quê, já que o contrato não padroniza o conteúdo de detalhe.;Exige parar o serviço do banco no ambiente;;"npx mocha --grep ""HEALTH-02""";Passou;Passou no relatório banco-indisponivel, que roda o caso isolado depois de um docker stop no contêiner do MySQL. Obtido: 503 com status 'indisponivel'. No relatório suite ele é excluído pelo --grep --invert, porque com o banco no ar a API responde 200 e o caso falharia por falta da condição que testa. Ressalva de precisão: o CI produz banco fora do ar, que recusa a conexão na hora, e não banco lento, que estouraria o tempo limite de 2 segundos. As duas condições dão 503, mas o título do teste descreve a segunda.
HEALTH-03;SIST-12, CRIT-47.4;HEALTH;/health;GET;test/health.test.js;A;Média;Health check ignora token inválido e responde pelo estado do banco;O security vazio nessas duas operações precisa ser respeitado pela implementação. Um middleware aplicado de forma ampla demais quebraria o login e a monitoração.;Consultar o health enviando um token inválido no header.;GET /health com Authorization: Bearer invalido;O token é irrelevante: responde conforme o banco.;;;;"npx mocha --grep ""HEALTH-03""";Passou;Passou. Obtido: 200 com status 'ok' mesmo enviando Authorization: Bearer token.invalido.aqui. O token é ignorado na rota pública, que é o comportamento correto.
GERAL-04;SIST-13, CRIT-36.1;GERAL;Todos os endpoints;OTHER;test/geral.test.js;E;Alta;Corpos de erro 4xx sem stack trace, caminho de arquivo ou nome de tabela;O único servidor declarado é http em localhost. O nome do cliente é dado pessoal e as mensagens de erro não devem revelar detalhes internos.;Consolidar os corpos de erro coletados nos demais casos e inspecionar o conteúdo. Enviar Authorization: Bearer <token> válido.;todas as respostas 4xx observadas na execução;Nenhum stack trace, caminho de arquivo, nome de tabela ou query no campo mensagem.;Apenas servidor http declarado, sem menção a HTTPS em ambiente real.;;Letra VADER atribuída na revisão de escopo: o caso vinha classificado apenas por POISED.;"npx mocha --grep ""GERAL-04""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
GERAL-05;SIST-14, CRIT-36.2, CRIT-49.3;GERAL;Todos os endpoints;OTHER;test/geral.test.js;A;Alta;Ausência de proteção em trânsito;O único servidor declarado é http em localhost. O nome do cliente é dado pessoal e as mensagens de erro não devem revelar detalhes internos.;Conferir o esquema do server declarado no contrato e o protocolo do ambiente.;único server declarado: http://localhost:2000;HTTP aceitável apenas no ambiente local. Registrar a exigência de HTTPS para qualquer ambiente publicado, já que o nome do cliente e a credencial trafegam em texto claro.;Apenas servidor http declarado, sem menção a HTTPS em ambiente real. O contrato publica a credencial real como exemplo e não há servidor https declarado.;Depende de decisão do projeto. Hoje é risco aceito de forma consciente;Letra VADER atribuída na revisão de escopo: o caso vinha classificado apenas por POISED.;"npx mocha --grep ""GERAL-05""";;
GERAL-06;SIST-15, CRIT-63.1;GERAL;Todos os endpoints;GET;test/geral.test.js;E;Alta;Rota inexistente responde 404 sem exigir autenticação;A 2.1.0 move o tratador de rota inexistente para antes da autenticação. Antes, uma rota errada sem token respondia 401, informando sobre credencial quando a pergunta era sobre o recurso.;Chamar rotas que não existem, sem nenhum header Authorization.;GET /pedidoss | GET /Pedidos | GET /;404 com o codigo ROTA_NAO_ENCONTRADA no formato ErroResponse, nas três. Nunca 401 e nunca uma página HTML de erro padrão do framework.;;;;"npx mocha --grep ""GERAL-06""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
PEDIDOS-32;METO-01, CRIT-60.1;PEDIDOS;/pedidos;PUT;test/pedidos.test.js;V;Alta;PUT em /pedidos sem token devolve 405, e não 401;A 2.1.0 declara que a recusa por método acontece antes da verificação de credencial. Este é o cenário que prova a ordem de montagem dos middlewares: a resposta precisa falar do recurso, não do solicitante.;Enviar PUT em /pedidos sem nenhum header Authorization.;PUT /pedidos, sem token;405 com header Allow. Um 401 significa que o tratamento de método ficou depois do middleware de autenticação e a correção da 2.1.0 não surtiu efeito.;;;;"npx mocha --grep ""PEDIDOS-32""";;
PEDIDO-ID-19;METO-02, CRIT-60.2;PEDIDO-ID;/pedidos/{id};PUT;test/pedidos.id.test.js;V;Alta;PUT em /pedidos/{id} sem token devolve 405, e não 401;A 2.1.0 declara que a recusa por método acontece antes da verificação de credencial. Este é o cenário que prova a ordem de montagem dos middlewares: a resposta precisa falar do recurso, não do solicitante.;Enviar PUT em /pedidos/1 sem nenhum header Authorization.;PUT /pedidos/1, sem token;405 com header Allow. Comparar com a mesma requisição enviando token válido: as duas respostas devem ser idênticas, inclusive no corpo.;;;;"npx mocha --grep ""PEDIDO-ID-19""";;
STATUS-12;METO-03, CRIT-60.3;STATUS;/pedidos/{id}/status;PUT;test/pedidos.status.test.js;V;Crítica;PUT em /pedidos/{id}/status sem token devolve 405 e não muda o status;A 2.1.0 declara que a recusa por método acontece antes da verificação de credencial. Este é o cenário que prova a ordem de montagem dos middlewares: a resposta precisa falar do recurso, não do solicitante. Aqui o risco é maior: um PUT aceito permitiria definir o status diretamente, contornando a máquina de estados inteira.;Enviar PUT em /pedidos/1/status sem token, com corpo contendo status ENTREGUE.;"PUT /pedidos/1/status { ""status"": ""ENTREGUE"" }, sem token";405 com header Allow contendo PATCH e OPTIONS. O pedido não pode mudar de status.;;;;"npx mocha --grep ""STATUS-12""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
RESUMO-06;METO-04, CRIT-60.4;RESUMO;/pedidos/resumo;DELETE;test/pedidos.resumo.test.js;V;Alta;DELETE em /pedidos/resumo sem token devolve 405, e não 401;A 2.1.0 declara que a recusa por método acontece antes da verificação de credencial. Este é o cenário que prova a ordem de montagem dos middlewares: a resposta precisa falar do recurso, não do solicitante. Cobre também a ambiguidade entre /pedidos/resumo e /pedidos/{id}: um 200 aqui indicaria que resumo foi tratado como id e o pedido foi cancelado.;Enviar DELETE em /pedidos/resumo sem token.;DELETE /pedidos/resumo, sem token;405 com header Allow contendo GET, HEAD e OPTIONS. Nunca 200 e nunca 401.;;;;"npx mocha --grep ""RESUMO-06""";Falhou;Falhou, e é falha real da API — DEF-009. Mesmo caso sem token: 401 em vez de 405, o que confirma que 'resumo' já cai na rota /pedidos/{id} antes mesmo da verificação de token.
STATUS-13;METO-05, CRIT-61.5;STATUS;/pedidos/{id}/status;OTHER;test/pedidos.status.test.js;R;Alta;Header Allow correto na rota de status;Rota de um método só. O Allow é a evidência de que nenhum outro caminho de escrita existe para o status.;Provocar um 405 na rota de status e inspecionar o header Allow.;POST /pedidos/1/status;Allow com PATCH e OPTIONS, e nada além disso.;;;;"npx mocha --grep ""STATUS-13""";Passou;Execução de 2026-08-14: 1 execução, todas verdes.
